cid,nid,simplified,pinyin,zipf,state,queue_pos_current,flag
1708747547529,1708747515466,首字母,shǒu zì mǔ,3.19,new,2981,
1708747549097,1708747516250,小道,xiǎo dào,3.19,new,3038,
1708747555369,1708747519386,耳语,ěr yǔ,3.19,new,3263,
1708747559039,1708747521221,自备,zì bèi,3.19,new,3388,
1708747562941,1708747523172,己见,jǐ jiàn,3.19,new,3525,
1710963522865,1710963495567,相似性,xiāng sì xìng,3.19,new,3757,
1695258899334,1695258899332,地利,dìlì,3.19,new,3950,
1717270460232,1717270450786,才子,cái zǐ,3.20,new,130,
1717270490870,1717270466105,巴哈,Bā hā,3.20,new,158,
1717270537570,1717270489455,信用证,xìn yòng zhèng,3.20,new,548,
1708747516467,1708747499935,一回事,yī huí shì,3.20,new,1972,
1708747521763,1708747502583,大白天,dà bái tiān,3.20,new,2148,
1708747530903,1708747507153,高高在上,gāo gāo zài shàng,3.20,new,2459,
1708747538941,1708747511172,东家,dōng jiā,3.20,new,2693,
1708747548315,1708747515859,多种多样,duō zhǒng duō yàng,3.20,new,3006,
1708747552551,1708747517977,土生土长,tǔ shēng tǔ zhǎng,3.20,new,3153,
1708747555243,1708747519323,原产地,yuán chǎn dì,3.20,new,3259,
1708747560597,1708747522000,自重,zì zhòng,3.20,new,3431,
1708747565723,1708747524563,人文主义,rén wén zhǔ yì,3.20,new,3607,
1708747492865,1708747488134,下回,xià huí,3.21,new,96,
1717270512184,1717270476762,广角,guǎng jiǎo,3.21,new,271,
1717270533882,1717270487611,末代,mò dài,3.21,new,484,
1717270538076,1717270489708,面值,miàn zhí,3.21,new,562,
1708747507677,1708747495540,一己,yī jǐ,3.21,new,1649,
1708747510687,1708747497045,手边,shǒu biān,3.21,new,1765,
1708747516803,1708747500103,正事,zhèng shì,3.21,new,1982,
1708747517807,1708747500605,加长,jiā cháng,3.21,new,2020,
1708747518359,1708747500881,老城,lǎo chéng,3.21,new,2037,
1708747520895,1708747502149,太古,tài gǔ,3.21,new,2119,
1708747526145,1708747504774,先人,xiān rén,3.21,new,2275,
1708747529023,1708747506213,大二,dà èr,3.21,new,2395,
1708747529573,1708747506488,加法,jiā fǎ,3.21,new,2413,
1708747532531,1708747507967,阴间,yīn jiān,3.21,new,2507,
1708747539465,1708747511434,行文,xíng wén,3.21,new,2704,
1708747543389,1708747513396,两回事,liǎng huí shì,3.21,new,2828,
1708747544387,1708747513895,千言万语,qiān yán wàn yǔ,3.21,new,2863,
1708747544479,1708747513941,性子,xìng zi,3.21,new,2867,
1708747547447,1708747515425,大计,dà jì,3.21,new,2980,
1708747547531,1708747515467,正点,zhèng diǎn,3.21,new,2982,
1708747548937,1708747516170,见面会,jiàn miàn huì,3.21,new,3030,
1708747549243,1708747516323,好汉,hǎo hàn,3.21,new,3045,
1708747549551,1708747516477,养母,yǎng mǔ,3.21,new,3054,
1708747558667,1708747521035,大地主,dà dì zhǔ,3.21,new,3378,
1708747567783,1708747525593,出言,chū yán,3.21,new,3672,
1708747568729,1708747526066,多哥,Duō gē,3.21,new,3683,
1717270537542,1717270489441,大厂,dà chǎng,3.22,new,547,
1708747506967,1708747495185,学名,xué míng,3.22,new,1634,
1708747514933,1708747499168,口角,kǒu jiǎo,3.22,new,1914,
1708747528525,1708747505964,有的没有的,yǒu de méi yǒu de,3.22,new,2379,
1708747531321,1708747507362,想开,xiǎng kāi,3.22,new,2468,
1708747532627,1708747508015,信道,xìn dào,3.22,new,2512,
1708747535331,1708747509367,平生,píng shēng,3.22,new,2587,
1708747545435,1708747514419,四角,sì jiǎo,3.22,new,2902,
1708747547993,1708747515698,必经,bì jīng,3.22,new,2999,
1708747552783,1708747518093,走火,zǒu huǒ,3.22,new,3163,
1708747555083,1708747519243,成文,chéng wén,3.22,new,3248,
1708747555737,1708747519570,合理性,hé lǐ xìng,3.22,new,3269,
1708747557381,1708747520392,早产,zǎo chǎn,3.22,new,3332,
1708747560913,1708747522158,加冰,jiā bīng,3.22,new,3442,
1708747563411,1708747523407,消元,xiāo yuán,3.22,new,3539,
1708747568013,1708747525708,外来语,wài lái yǔ,3.22,new,3675,
1708747569137,1708747526270,心细,xīn xì,3.22,new,3690,
1710963502225,1710963485247,言谈,yán tán,3.22,new,3722,
1710963513191,1710963490730,分布式,fēn bù shì,3.22,new,3737,
1708747512183,1708747497793,多事,duō shì,3.23,new,116,
1717270526154,1717270483747,阳间,yáng jiān,3.23,new,395,
1717270533412,1717270487376,水冰,shuǐ bīng,3.23,new,473,
1717270533746,1717270487543,加权,jiā quán,3.23,new,479,
1717270534580,1717270487960,消长,xiāo zhǎng,3.23,new,497,
1393817675498,1393817670497,作息,zuòxī,3.23,new,1017,
1708747505199,1708747494301,止步,zhǐ bù,3.23,new,1578,
1708747513331,1708747498367,天贝,tiān bèi,3.23,new,1866,
1708747518059,1708747500731,水果刀,shuǐ guǒ dāo,3.23,new,2032,
1708747526109,1708747504756,天机,tiān jī,3.23,new,2273,
1708747526983,1708747505193,四起,sì qǐ,3.23,new,2306,
1708747534009,1708747508706,合拍,hé pāi,3.23,new,2547,
1708747534707,1708747509055,住持,zhù chí,3.23,new,2564,
1708747538517,1708747510960,只消,zhǐ xiāo,3.23,new,2670,
1708747540575,1708747511989,公路自行车,gōng lù zì xíng chē,3.23,new,2743,
1708747542837,1708747513120,老大哥,lǎo dà gē,3.23,new,2810,
1708747545491,1708747514447,一路平安,yī lù píng ān,3.23,new,2906,
1708747549093,1708747516248,下同,xià tóng,3.23,new,3036,
1708747555261,1708747519332,门市,mén shì,3.23,new,3260,
1708747558379,1708747520891,亚父,yà fù,3.23,new,3371,
1717270518128,1717270479734,过细,guò xì,3.24,new,310,
1717270529292,1717270485316,天理,tiān lǐ,3.24,new,431,
1537328248183,1537328239522,白日,bái rì,3.24,new,674,
1708747490777,1708747487090,水师,shuǐ shī,3.24,new,1167,
1708747502559,1708747492981,后进,hòu jìn,3.24,new,1479,
1708747507387,1708747495395,种地,zhòng dì,3.24,new,1642,
1708747511363,1708747497383,长女,zhǎng nǚ,3.24,new,1787,
1708747520867,1708747502135,市议员,shì yì yuán,3.24,new,2116,
1708747522937,1708747503170,二来,èr lái,3.24,new,2182,
1708747524365,1708747503884,消去,xiāo qù,3.24,new,2230,
1708747529915,1708747506659,产下,chǎn xià,3.24,new,2428,
1708747532373,1708747507888,十二分,shí èr fēn,3.24,new,2498,
1708747537673,1708747510538,作主,zuò zhǔ,3.24,new,2649,
1708747537675,1708747510539,中巴,Zhōng Bā,3.24,new,2650,
1708747554697,1708747519050,台地,tái dì,3.24,new,3235,
1708747554713,1708747519058,门面,mén mian,3.24,new,3236,
1708747562521,1708747522962,持有人,chí yǒu rén,3.24,new,3506,
1708747564025,1708747523714,长足,cháng zú,3.24,new,3558,
1708747566489,1708747524946,比值,bǐ zhí,3.24,new,3634,
1717270484660,1717270463000,自选,zì xuǎn,3.25,new,143,
1717270533542,1717270487441,法拉,fǎ lā,3.25,new,474,
1708747495367,1708747489385,二十多,èr shí duō,3.25,new,1240,
1708747513551,1708747498477,白沙,Bái shā,3.25,new,1873,
1708747515913,1708747499658,沙林,shā lín,3.25,new,1951,
1708747522687,1708747503045,三军,sān jūn,3.25,new,2172,
1708747535779,1708747509591,步足,bù zú,3.25,new,2601,
1708747540023,1708747511713,六角,liù jiǎo,3.25,new,2724,
1708747544901,1708747514152,养眼,yǎng yǎn,3.25,new,2887,
1708747545519,1708747514461,细说,xì shuō,3.25,new,2907,
1708747548333,1708747515868,口才,kǒu cái,3.25,new,3008,
1708747551875,1708747517639,同时代,tóng shí dài,3.25,new,3135,
1710963522877,1710963495573,先令,xiān lìng,3.25,new,3758,
1717270537892,1717270489616,提成,tí chéng,3.26,new,556,
1537328250301,1537328240581,明早,míng zǎo,3.26,new,717,
1587649666174,1587649665311,走上去,zǒu shàngqù,3.26,new,1129,
1708747499093,1708747491248,立论,lì lùn,3.26,new,1377,
1708747508369,1708747495886,代工,dài gōng,3.26,new,1677,
1708747508657,1708747496030,没事儿,méi shì r,3.26,new,1685,
1708747521283,1708747502343,放水,fàng shuǐ,3.26,new,2129,
1708747527915,1708747505659,功名,gōng míng,3.26,new,2352,
1708747529449,1708747506426,好学,hào xué,3.26,new,2408,
1708747531407,1708747507405,八角,bā jiǎo,3.26,new,2471,
1708747531777,1708747507590,家业,jiā yè,3.26,new,2482,
1708747535847,1708747509625,眼目,yǎn mù,3.26,new,2603,
1708747546389,1708747514896,转学,zhuǎn xué,3.26,new,2935,
1708747550131,1708747516767,申明,shēn míng,3.26,new,3071,
1708747552487,1708747517945,公事,gōng shì,3.26,new,3152,
1708747556761,1708747520082,明细,míng xì,3.26,new,3307,
1708747559407,1708747521405,提法,tí fǎ,3.26,new,3400,
1708747565375,1708747524389,工事,gōng shì,3.26,new,3600,
1708747565855,1708747524629,细化,xì huà,3.26,new,3611,
1710963502323,1710963485296,上下文,shàng xià wén,3.26,new,3724,
1710963541699,1710963504984,体位,tǐ wèi,3.26,new,3824,
1717270514970,1717270478155,转业,zhuǎn yè,3.27,new,282,
1708747494651,1708747489027,自来,zì lái,3.27,new,640,
1708747502653,1708747493028,中子,zhōng zǐ,3.27,new,645,
1537328255477,1537328243169,理发店,lǐ fà diàn,3.27,new,909,
1393817675057,1393817670056,出息,chūxi,3.27,new,981,
1537328262921,1537328246891,转眼,zhuǎn yǎn,3.27,new,1102,
1708747507175,1708747495289,当头,dāng tóu,3.27,new,1638,
1708747508321,1708747495862,江水,jiāng shuǐ,3.27,new,1675,
1708747511185,1708747497294,重合,chóng hé,3.27,new,1780,
1708747520231,1708747501817,手心,shǒu xīn,3.27,new,2096,
1708747524289,1708747503846,水生,shuǐ shēng,3.27,new,2227,
1708747528351,1708747505877,原由,yuán yóu,3.27,new,2373,
1708747532629,1708747508016,羊皮,yáng pí,3.27,new,2513,
1708747541937,1708747512670,放电,fàng diàn,3.27,new,2775,
1708747544197,1708747513800,多利,Duō lì,3.27,new,2853,
1708747547349,1708747515376,做作,zuò zuo,3.27,new,2974,
1708747547427,1708747515415,小心眼,xiǎo xīn yǎn,3.27,new,2978,
1708747549383,1708747516393,油门,yóu mén,3.27,new,3050,
1708747550949,1708747517176,外地人,wài dì rén,3.27,new,3103,
1708747558717,1708747521060,改行,gǎi háng,3.27,new,3380,
1717270501952,1717270471646,正当性,zhèng dàng xìng,3.28,new,204,
1717270516270,1717270478805,两用,liǎng yòng,3.28,new,298,
1717270527448,1717270484394,品目,pǐn mù,3.28,new,413,
1717270530698,1717270486019,先父,xiān fù,3.28,new,454,
1717270534614,1717270487977,当事,dàng shì,3.28,new,499,
1717270536954,1717270489147,法学家,fǎ xué jiā,3.28,new,534,
1537328259781,1537328245321,从开头,cóng kāi tóu,3.28,new,1055,
1708747494567,1708747488985,高技术,gāo jì shù,3.28,new,1253,
1708747499267,1708747491335,小女,xiǎo nǚ,3.28,new,1382,
1708747502903,1708747493153,出水,chū shuǐ,3.28,new,1491,
1708747509565,1708747496484,中常,zhōng cháng,3.28,new,1719,
1708747531375,1708747507389,拍手,pāi shǒu,3.28,new,2470,
1708747536569,1708747509986,试一试,shì yī shì,3.28,new,2615,
1708747539051,1708747511227,转子,zhuàn zǐ,3.28,new,2696,
1708747541657,1708747512530,自由自在,zì yóu zì zài,3.28,new,2771,
1708747547327,1708747515365,事由,shì yóu,3.28,new,2972,
1708747554641,1708747519022,一党,yī dǎng,3.28,new,3232,
1708747563475,1708747523439,父老,fù lǎo,3.28,new,3543,
1710963513155,1710963490712,园丁,yuán dīng,3.28,new,3736,
1717270489258,1717270465299,权重,quán zhòng,3.29,new,154,
1717270507472,1717270474406,功能性,gōng néng xìng,3.29,new,236,
1717270507562,1717270474451,公式化,gōng shì huà,3.29,new,239,
1717270537538,1717270489439,日经,rì jīng,3.29,new,546,
1717270537712,1717270489526,土布,tǔ bù,3.29,new,552,
1393817674869,1393817669868,跟前,gēnqián,3.29,new,967,
1708747511121,1708747497262,天父,tiān fù,3.29,new,1774,
1708747519065,1708747501234,公国,gōng guó,3.29,new,2052,
1708747521505,1708747502454,师母,shī mǔ,3.29,new,2135,
1708747524739,1708747504071,苦日子,kǔ rì zi,3.29,new,2250,
1708747525863,1708747504633,车行,chē háng,3.29,new,2270,
1708747531791,1708747507597,家父,jiā fù,3.29,new,2484,
1708747541149,1708747512276,平手,píng shǒu,3.29,new,2716,
1708747545993,1708747514698,能手,néng shǒu,3.29,new,2919,
1708747549259,1708747516331,开拍,kāi pāi,3.29,new,3046,
1708747550777,1708747517090,要约,yāo yuè,3.29,new,3092,
1708747551057,1708747517230,角力,jué lì,3.29,new,3109,
1708747554821,1708747519112,适中,shì zhōng,3.29,new,3238,
1708747559059,1708747521231,字头,zì tóu,3.29,new,3389,
1708747563909,1708747523656,加油工,jiā yóu gōng,3.29,new,3553,
1708747566995,1708747525199,日心说,rì xīn shuō,3.29,new,3659,
1537328255745,1537328243303,泳衣,yǒng yī,3.30,new,924,
1708747498487,1708747490945,大三,dà sān,3.30,new,1356,
1708747505705,1708747494554,发火,fā huǒ,3.30,new,1561,
1708747507711,1708747495557,还手,huán shǒu,3.30,new,1653,
1708747513821,1708747498612,外来人,wài lái rén,3.30,new,1878,
1708747522815,1708747503109,大体上,dà tǐ shàng,3.30,new,2176,
1708747523669,1708747503536,化工厂,huà gōng chǎng,3.30,new,2213,
1708747527601,1708747505502,入会,rù huì,3.30,new,2335,
1708747538229,1708747510816,政治化,zhèng zhì huà,3.30,new,2663,
1708747543799,1708747513601,前言,qián yán,3.30,new,2841,
1708747544323,1708747513863,为重,wéi zhòng,3.30,new,2860,
1708747546537,1708747514970,中选,zhòng xuǎn,3.30,new,2941,
1708747550559,1708747516981,动心,dòng xīn,3.30,new,3085,
1708747558893,1708747521148,法会,fǎ huì,3.30,new,3383,
1708747564889,1708747524146,理发师,lǐ fà shī,3.30,new,3586,
1708747565081,1708747524242,云母,yún mǔ,3.30,new,3592,
1708747566297,1708747524850,自理,zì lǐ,3.30,new,3626,
1708747566851,1708747525127,转手,zhuǎn shǒu,3.30,new,3652,
1710963494747,1710963481508,布道,bù dào,3.30,new,3719,
1710963532999,1710963500634,定名,dìng míng,3.30,new,3789,
1708747487835,1708747485619,十几,shí jǐ,3.31,new,15,
1717270518876,1717270480108,末子,mò zi,3.31,new,319,
1717270526678,1717270484009,大中华,Dà Zhōng huá,3.31,new,400,
1708747507679,1708747495541,丸子,wán zi,3.31,new,651,
1537328250163,1537328240512,占卜,zhān bǔ,3.31,new,711,
1708747493717,1708747488560,从军,cóng jūn,3.31,new,1229,
1708747496319,1708747489861,当政,dāng zhèng,3.31,new,1297,
1708747515131,1708747499267,天平,tiān píng,3.31,new,1921,
1708747516521,1708747499962,高下,gāo xià,3.31,new,1973,
1708747517337,1708747500370,从父,cóng fù,3.31,new,1997,
1708747518015,1708747500709,两下,liǎng xià,3.31,new,2029,
1708747521067,1708747502235,试问,shì wèn,3.31,new,2124,
1708747528957,1708747506180,冰河,bīng hé,3.31,new,2391,
1708747529659,1708747506531,讲道,jiǎng dào,3.31,new,2418,
1708747544183,1708747513793,牛皮,niú pí,3.31,new,2852,
1708747545387,1708747514395,品行,pǐn xíng,3.31,new,2901,
1708747546489,1708747514946,水性,shuǐ xìng,3.31,new,2938,
1708747560603,1708747522003,后父,hòu fù,3.31,new,3433,
1708747564809,1708747524106,古时,gǔ shí,3.31,new,3584,
1710963532939,1710963500604,母机,mǔ jī,3.31,new,3784,
1717270497854,1717270469597,化学成分,huà xué chéng fèn,3.32,new,178,
1717270503546,1717270472443,卖方,mài fāng,3.32,new,214,
1717270526840,1717270484090,补白,bǔ bái,3.32,new,403,
1717270528566,1717270484953,分立,fēn lì,3.32,new,420,
1537328251097,1537328240979,平分,píng fēn,3.32,new,757,
1708747496043,1708747489723,在那儿,zài na r,3.32,new,1256,
1708747508615,1708747496009,法门,fǎ mén,3.32,new,1684,
1708747508659,1708747496031,化作,huà zuò,3.32,new,1686,
1708747515633,1708747499518,名利,míng lì,3.32,new,1939,
1708747522675,1708747503039,红心,hóng xīn,3.32,new,2171,
1708747522845,1708747503124,方方面面,fāng fāng miàn miàn,3.32,new,2178,
1708747523047,1708747503225,这边儿,zhè biān r,3.32,new,2186,
1708747523309,1708747503356,可好,kě hǎo,3.32,new,2199,
1708747524029,1708747503716,成家,chéng jiā,3.32,new,2219,
1708747527839,1708747505621,法老,fǎ lǎo,3.32,new,2348,
1708747535003,1708747509203,老好人,lǎo hǎo rén,3.32,new,2576,
1708747538503,1708747510953,家什,jiā shi,3.32,new,2669,
1708747539743,1708747511573,中国式,Zhōng guó shì,3.32,new,2710,
1708747540017,1708747511710,起动,qǐ dòng,3.32,new,2723,
1708747540053,1708747511728,面相,miàn xiàng,3.32,new,2726,
1708747542235,1708747512819,心地,xīn dì,3.32,new,2791,
1708747551829,1708747517616,原木,yuán mù,3.32,new,3132,
1708747554543,1708747518973,出师,chū shī,3.32,new,3226,
1708747555047,1708747519225,开放性,kāi fàng xìng,3.32,new,3245,
1708747557519,1708747520461,自治权,zì zhì quán,3.32,new,3336,
1708747562319,1708747522861,全体会议,quán tǐ huì yì,3.32,new,3500,
1708747568527,1708747525965,江面,jiāng miàn,3.32,new,3681,
1717270497936,1717270469638,车位,chē wèi,3.33,new,179,
1717270516154,1717270478747,青白,qīng bái,3.33,new,295,
1717270530692,1717270486016,二人转,èr rén zhuàn,3.33,new,453,
1717270531202,1717270486271,园地,yuán dì,3.33,new,461,
1717270533870,1717270487605,先天性,xiān tiān xìng,3.33,new,482,
1537328251113,1537328240987,开心果,kāi xīn guǒ,3.33,new,701,
1537328252851,1537328241856,进站,jìn zhàn,3.33,new,806,
1708747506373,1708747494888,小刀,xiǎo dāo,3.33,new,1615,
1708747515301,1708747499352,分头,fēn tóu,3.33,new,1925,
1708747516387,1708747499895,比方说,bǐ fang shuō,3.33,new,1966,
1708747517463,1708747500433,头皮,tóu pí,3.33,new,2005,
1708747520029,1708747501716,支点,zhī diǎn,3.33,new,2090,
1708747531085,1708747507244,休战,xiū zhàn,3.33,new,2425,
1708747534811,1708747509107,出入口,chū rù kǒu,3.33,new,2568,
1708747537069,1708747510236,眼白,yǎn bái,3.33,new,2630,
1708747538585,1708747510994,式样,shì yàng,3.33,new,2673,
1708747541065,1708747512234,拍卖会,pāi mài huì,3.33,new,2755,
1708747543873,1708747513638,处事,chǔ shì,3.33,new,2848,
1708747546525,1708747514964,安好,ān hǎo,3.33,new,2940,
1708747549785,1708747516594,成见,chéng jiàn,3.33,new,3060,
1708747550931,1708747517167,苦力,kǔ lì,3.33,new,3102,
1708747556165,1708747519784,生人,shēng rén,3.33,new,3284,
1708747561185,1708747522294,开化,kāi huà,3.33,new,3452,
1708747562017,1708747522710,火车头,huǒ chē tóu,3.33,new,3483,
1708747566155,1708747524779,田间,tián jiān,3.33,new,3620,
1708747566655,1708747525029,合眼,hé yǎn,3.33,new,3644,
1717270500320,1717270470830,起重机,qǐ zhòng jī,3.34,new,200,
1717270520806,1717270481073,理工大学,lǐ gōng dà xué,3.34,new,333,
1717270526208,1717270483774,日产,Rì chǎn,3.34,new,396,
1537328252105,1537328241483,过河,guò hé,3.34,new,783,
1537328265379,1537328248120,各样,gè yàng,3.34,new,1127,
1708747498807,1708747491105,成行,chéng xíng,3.34,new,1365,
1708747505237,1708747494320,战力,zhàn lì,3.34,new,1537,
1708747504161,1708747493782,红土,hóng tǔ,3.34,new,1546,
1708747505275,1708747494339,中产,zhōng chǎn,3.34,new,1579,
1708747505549,1708747494476,大红,dà hóng,3.34,new,1586,
1708747511619,1708747497511,师大,shī dà,3.34,new,1799,
1708747513143,1708747498273,东方红,Dōng fāng Hóng,3.34,new,1861,
1708747514577,1708747498990,正道,zhèng dào,3.34,new,1906,
1708747516293,1708747499848,拉长,lā cháng,3.34,new,1963,
1708747516531,1708747499967,一点一点,yī diǎn yī diǎn,3.34,new,1974,
1708747519737,1708747501570,店长,diàn zhǎng,3.34,new,2073,
1708747522297,1708747502850,一目了然,yī mù liǎo rán,3.34,new,2165,
1708747531461,1708747507432,发车,fā chē,3.34,new,2473,
1708747532713,1708747508058,女主人,nǚ zhǔ rén,3.34,new,2519,
1708747545131,1708747514267,末路,mò lù,3.34,new,2895,
1708747548807,1708747516105,心力,xīn lì,3.34,new,3022,
1708747548975,1708747516189,眼红,yǎn hóng,3.34,new,3032,
1708747551023,1708747517213,土产,tǔ chǎn,3.34,new,3107,
1537328252841,1537328241851,水井,shuǐ jǐng,3.34,new,3928,
1704046123997,1704046123995,山头,shāntóu,3.34,new,3967,
1717270469370,1717270455355,客家,Kè jiā,3.35,new,132,
1717270525308,1717270483324,角头,jiǎo tóu,3.35,new,379,
1708747491599,1708747487501,站住,zhàn zhù,3.35,new,634,
1393817673042,1393817668041,用功,yòng gōng,3.35,new,831,
1393817675004,1393817670003,过问,guòwèn,3.35,new,980,
1537328261921,1537328246391,日用品,rì yòng pǐn,3.35,new,1087,
1708747498889,1708747491146,现世,xiàn shì,3.35,new,1369,
1708747510695,1708747497049,成全,chéng quán,3.35,new,1766,
1708747516825,1708747500114,眼皮,yǎn pí,3.35,new,1983,
1708747520985,1708747502194,战功,zhàn gōng,3.35,new,2122,
1708747522827,1708747503115,华美,huá měi,3.35,new,2177,
1708747532381,1708747507892,道长,Dào Zhǎng,3.35,new,2499,
1708747539027,1708747511215,利刀,lì dāo,3.35,new,2695,
1708747540143,1708747511773,台面,tái miàn,3.35,new,2733,
1708747548223,1708747515813,回老家,huí lǎo jiā,3.35,new,3004,
1708747549899,1708747516651,自找,zì zhǎo,3.35,new,3062,
1708747556951,1708747520177,改选,gǎi xuǎn,3.35,new,3318,
1708747558867,1708747521135,起先,qǐ xiān,3.35,new,3382,
1717270459554,1717270450447,巴哥,bā gē,3.36,new,129,
1717270508426,1717270474883,重工,zhòng gōng,3.36,new,249,
1717270518836,1717270480088,角子,jiǎo zi,3.36,new,318,
1717270524718,1717270483029,信众,xìn zhòng,3.36,new,374,
1717270536156,1717270488748,品红,pǐn hóng,3.36,new,520,
1537328263473,1537328247167,手术刀,shǒu shù dāo,3.36,new,1107,
1708747511281,1708747497342,看台,kàn tái,3.36,new,1783,
1708747512573,1708747497988,戈尔,Gē ěr,3.36,new,1836,
1708747513033,1708747498218,看做,kàn zuò,3.36,new,1854,
1708747524357,1708747503880,样儿,yàng r,3.36,new,2229,
1708747530775,1708747507089,法术,fǎ shù,3.36,new,2451,
1708747532677,1708747508040,名目,míng mù,3.36,new,2517,
1708747535547,1708747509475,谈心,tán xīn,3.36,new,2591,
1708747536851,1708747510127,四面八方,sì miàn bā fāng,3.36,new,2593,
1708747541631,1708747512517,方才,fāng cái,3.36,new,2770,
1708747542149,1708747512776,前头,qián tou,3.36,new,2785,
1708747544359,1708747513881,开路,kāi lù,3.36,new,2862,
1708747544769,1708747514086,人力车,rén lì chē,3.36,new,2882,
1708747544979,1708747514191,养子,yǎng zǐ,3.36,new,2890,
1708747551683,1708747517543,五角,wǔ jiǎo,3.36,new,3126,
1708747566303,1708747524853,正品,zhèng pǐn,3.36,new,3627,
1708747566309,1708747524856,边远,biān yuǎn,3.36,new,3628,
1708747566601,1708747525002,牛油,niú yóu,3.36,new,3639,
1708747570545,1708747526974,岁末,suì mò,3.36,new,3711,
1717270504480,1717270472910,厂工,chǎng gōng,3.37,new,217,
1717270507644,1717270474492,就木,jiù mù,3.37,new,243,
1717270525436,1717270483388,现眼,xiàn yǎn,3.37,new,382,
1717270526130,1717270483735,主讲,zhǔ jiǎng,3.37,new,394,
1537328250027,1537328240444,问好,wèn hǎo,3.37,new,709,
1393817674599,1393817669598,记性,jìxing,3.37,new,946,
1393817675548,1393817670547,布告,bùgào,3.37,new,1020,
1708747497989,1708747490696,技术员,jì shù yuán,3.37,new,1339,
1708747508665,1708747496034,未定,wèi dìng,3.37,new,1688,
1708747512151,1708747497777,讲义,jiǎng yì,3.37,new,1820,
1708747521601,1708747502502,拉比,lā bǐ,3.37,new,2140,
1708747526173,1708747504788,比作,bǐ zuò,3.37,new,2278,
1708747533843,1708747508623,刀身,dāo shēn,3.37,new,2542,
1708747534499,1708747508951,生火,shēng huǒ,3.37,new,2555,
1708747538365,1708747510884,机油,jī yóu,3.37,new,2665,
1708747542399,1708747512901,何去何从,hé qù hé cóng,3.37,new,2794,
1708747542525,1708747512964,始末,shǐ mò,3.37,new,2800,
1708747543637,1708747513520,大水,dà shuǐ,3.37,new,2837,
1708747548683,1708747516043,入眼,rù yǎn,3.37,new,3019,
1708747550617,1708747517010,政要,zhèng yào,3.37,new,3087,
1708747553439,1708747518421,分母,fēn mǔ,3.37,new,3180,
1708747560605,1708747522004,正当理由,zhèng dàng lǐ yóu,3.37,new,3434,
1708747563941,1708747523672,加农,jiā nóng,3.37,new,3554,
1708747564587,1708747523995,种子选手,zhǒng zi xuǎn shǒu,3.37,new,3574,
1708747566715,1708747525059,战备,zhàn bèi,3.37,new,3647,
1708747570341,1708747526872,理论家,lǐ lùn jiā,3.37,new,3702,
1708747570899,1708747527151,自然人,zì rán rén,3.37,new,3715,
1710963522327,1710963495298,客体,kè tǐ,3.37,new,3748,
1717270477460,1717270459400,理性主义,lǐ xìng zhǔ yì,3.38,new,138,
1717270498252,1717270469796,苦行,kǔ xíng,3.38,new,181,
1717270513008,1717270477174,住家,zhù jiā,3.38,new,275,
1537328250573,1537328240717,下边,xià bian,3.38,new,734,
1537328254323,1537328242592,丁字,dīng zì,3.38,new,869,
1537328256067,1537328243464,提起（来）,tí qǐ lái,3.38,new,939,
1393817675643,1393817670642,东道主,dōngdàozhǔ,3.38,new,1027,
1708747491873,1708747487638,细长,xì cháng,3.38,new,1184,
1708747504099,1708747493751,开动,kāi dòng,3.38,new,1542,
1708747506451,1708747494927,口令,kǒu lìng,3.38,new,1619,
1708747506465,1708747494934,末了,mò liǎo,3.38,new,1621,
1708747508295,1708747495849,起家,qǐ jiā,3.38,new,1673,
1708747512495,1708747497949,军师,jūn shī,3.38,new,1834,
1708747516045,1708747499724,天台,Tiān tāi,3.38,new,1957,
1708747516187,1708747499795,好战,hào zhàn,3.38,new,1959,
1708747528201,1708747505802,备件,bèi jiàn,3.38,new,2366,
1708747529879,1708747506641,家当,jiā dàng,3.38,new,2426,
1708747535701,1708747509552,动土,dòng tǔ,3.38,new,2597,
1708747544555,1708747513979,火山口,huǒ shān kǒu,3.38,new,2869,
1708747546163,1708747514783,证言,zhèng yán,3.38,new,2926,
1708747550971,1708747517187,门路,mén lù,3.38,new,3105,
1708747556901,1708747520152,生父,shēng fù,3.38,new,3314,
1708747564077,1708747523740,种田,zhòng tián,3.38,new,3559,
1708747564291,1708747523847,体认,tǐ rèn,3.38,new,3565,
1708747566783,1708747525093,家产,jiā chǎn,3.38,new,3649,
1710963524005,1710963496137,眼动,yǎn dòng,3.38,new,3775,
1702072126469,1702072126469,工合,gōng hé,3.38,new,3961,
1717270525396,1717270483368,红油,hóng yóu,3.39,new,380,
1717270526688,1717270484014,自定义,zì dìng yì,3.39,new,383,
1520716975238,1520716969374,中间人,zhōng jiān rén,3.39,new,991,
1708747497673,1708747490538,过重,guò zhòng,3.39,new,1327,
1708747499519,1708747491461,回首,huí shǒu,3.39,new,1390,
1708747501285,1708747492344,小白,xiǎo bái,3.39,new,1438,
1708747503099,1708747493251,园长,yuán zhǎng,3.39,new,1501,
1708747503691,1708747493547,论语,Lún yǔ,3.39,new,1524,
1708747509395,1708747496399,养分,yǎng fèn,3.39,new,1714,
1708747509673,1708747496538,小河,xiǎo hé,3.39,new,1726,
1708747511149,1708747497276,天道,tiān dào,3.39,new,1776,
1708747512083,1708747497743,长成,zhǎng chéng,3.39,new,1814,
1708747515723,1708747499563,名门,míng mén,3.39,new,1943,
